,TIME_PERIOD,Sector,OBS_VALUE
713,2006,Basic life skills for adults,2.36787
714,2006,Basic nutrition,9.985003
715,2006,Biodiversity,1.174437
716,2006,Biofuel-fired power plants,-0.006307
717,2006,Biosphere protection,1.179569
718,2006,Business and other services,50.963466
719,2006,Business policy and administration,50.76995
720,2006,Chemicals,0.0
721,2006,"Civilian peace-building, conflict prevention and resolution",25.237427
722,2006,Commodity aid / General programme assistance,117.341909
723,2006,Communications,11.925927
724,2006,Communications policy and administrative management,6.630378
725,2006,"Conflict, peace and security",28.33143
726,2006,Construction,0.069917
727,2006,Construction policy and administrative management,0.069917
728,2006,Cottage industries and handicraft,0.078405
729,2006,Culture and recreation,3.399299
730,2006,Debt forgiveness,3943.824259
731,2006,Decentralisation and support to subnational government,10.388463
732,2006,Democratic participation and civil society,14.423883
733,2006,Development food assistance,115.277623
734,2006,Disaster prevention and preparedness,1.2566
735,2006,Disaster risk reduction,0.406319
736,2006,Early childhood education,0.505352
737,2006,Economic infrastructure and services,443.349056
738,2006,Education,173.927936
739,2006,Education and training in transport and storage,0.133721
740,2006,Education and training in water supply and sanitation,0.378063
741,2006,Education facilities and training,1.753814
742,2006,Education policy and administrative management,11.366374
743,2006,"Education, level unspecified",40.160819
744,2006,Educational research,20.96788
745,2006,Elections,0.183852
746,2006,Electric power transmission and distribution (centralised grids),12.629214
747,2006,Emergency food assistance,219.951963
748,2006,Emergency response,321.038483
749,2006,Employment creation,1.427236
750,2006,Energy,141.972747
751,2006,Energy distribution,12.629214
752,2006,"Energy generation, non-renewable sources",7.598363
753,2006,"Energy generation, non-renewable sources, unspecified",7.598363
754,2006,"Energy generation, renewable sources",97.685778
755,2006,"Energy generation, renewable sources - multiple technologies",5.228704
756,2006,Energy policy,24.059392
757,2006,Energy policy and administrative management,24.059392
758,2006,Engineering,0.209338
759,2006,Environmental education/training,2.929031
760,2006,Environmental policy and administrative management,4.809853
761,2006,Environmental research,0.728849
762,2006,Family planning,5.665879
763,2006,Fertilizer plants,0.0
764,2006,Financial policy and administrative management,0.099181
765,2006,Fishing,0.004091
766,2006,Fishing policy and administrative management,0.004091
767,2006,Food assistance,115.277623
768,2006,Food crop production,0.435481
769,2006,Forest industries,0.044037
770,2006,Forestry,2.055272
771,2006,Forestry development,0.041724
772,2006,Forestry policy and administrative management,1.926599
773,2006,Forestry research,0.086945
774,2006,Formal sector financial intermediaries,0.419227
775,2006,Fuelwood/charcoal,4e-06
776,2006,General budget support,0.524669
777,2006,General budget support-related aid,0.524669
778,2006,General environment protection,10.821739
779,2006,Geothermal energy,0.010181
780,2006,Government and civil society,145.848991
781,2006,"Government and civil society, general",117.517561
782,2006,Health,219.059051
783,2006,Health education,0.409212
784,2006,Health personnel development,0.543623
785,2006,Health policy and administrative management,17.079417
786,2006,"Health, general",23.058973
787,2006,Higher education,22.265669
788,2006,Housing policy and administrative management,0.06023
789,2006,Human rights,6.786429
790,2006,Humanitarian aid,323.493147
791,2006,Hydro-electric power plants,92.396559
792,2006,Immediate post-emergency reconstruction and rehabilitation,1.198064
793,2006,Import support (capital goods),1.524322
794,2006,Import support (commodities),0.015295
795,2006,Industrial crops/export crops,5.272616
796,2006,Industrial development,12.887481
797,2006,Industrial policy and administrative management,0.277482
798,2006,Industry,16.329917
799,2006,"Industry, mining, construction",16.399834
800,2006,Infectious disease control,42.701889
801,2006,Informal/semi-formal financial intermediaries,5.83051
802,2006,Information and communication technology (ICT),4.860487
803,2006,Legal and judicial development,6.531479
804,2006,Livestock,3.419097
805,2006,Livestock/veterinary services,1.254471
806,2006,Low-cost housing,0.643794
807,2006,Malaria control,98.055394
808,2006,Material relief assistance and services,93.057228
809,2006,Media and free flow of information,5.163699
810,2006,Medical education/training,1.207193
811,2006,Medical research,1.610849
812,2006,Medical services,3.161514
813,2006,Multi-hazard response preparedness,1.2566
814,2006,Multi-sector / Cross-cutting,186.513058
815,2006,Multilateral trade negotiations,0.137768
816,2006,Multisector aid,22.26981
817,2006,Multisector aid for basic social services,2.3047
818,2006,Multisector education/training,0.455579
819,2006,Other commodity assistance,1.539617
820,2006,Other multisector,175.691319
821,2006,Other social infrastructure and services,76.843643
822,2006,Participation in international peacekeeping operations,0.355877
823,2006,Personnel development for population and reproductive health,0.387989
824,2006,Population policies/Programmes & reproductive health,238.200161
825,2006,Population policy and administrative management,6.585057
826,2006,Post-secondary education,22.607913
827,2006,Primary education,101.913245
828,2006,Privatisation,0.193516
829,2006,Production sectors,89.776152
830,2006,Promotion of development awareness (non-sector allocable),0.247972
831,2006,Public finance management (PFM),13.829134
832,2006,Public sector policy and administrative management,58.606979
833,2006,Radio/television/print media,0.185019
834,2006,Rail transport,6.655274
835,2006,Reconstruction relief and rehabilitation,1.198064
836,2006,Refugees in donor countries,3.07918
837,2006,Refugees/asylum seekers  in donor countries (non-sector allocable),3.07918
838,2006,Relief co-ordination and support services,8.029292
839,2006,Relief of multilateral debt,1299.038642
840,2006,Removal of land mines and explosive remnants of war,2.738126
841,2006,Reproductive health care,34.246333
842,2006,Research/scientific institutions,2.168423
843,2006,River basins development,2.777066
844,2006,Road transport,221.30877
845,2006,Rural development,89.172219
846,2006,STD control including HIV/AIDS,191.314903
847,2006,Secondary education,6.372737
848,2006,Sector allocable,1621.490018
849,2006,Sectors not specified,46.034775
850,2006,Small and medium-sized enterprises (SME) development,1.648898
851,2006,Social infrastructure and services,901.851752
852,2006,Social mitigation of HIV/AIDS,0.63915
853,2006,Social protection,63.526378
854,2006,Statistical capacity building,4.842856
855,2006,Storage,0.347779
856,2006,Teacher training,6.072751
857,2006,Technological research and development,0.734899
858,2006,Telecommunications,0.250043
859,2006,"Textiles, leather and substitutes",0.355343
860,2006,Tourism,0.115223
861,2006,Tourism policy and administrative management,0.115223
862,2006,Trade facilitation,0.005964
863,2006,Trade policies and regulations,0.6064
864,2006,Trade policy and administrative management,0.462668
865,2006,Transport and storage,232.137998
866,2006,Transport equipment industry,0.011448
867,2006,Transport policy and administrative management,3.692454
868,2006,Tuberculosis control,5.221604
869,2006,Unallocated / unspecified,46.282747
870,2006,Upper secondary education,1.763011
871,2006,Urban development and management,61.218969
872,2006,Vocational training,4.609726
873,2006,Waste management/disposal,0.634215
874,2006,Water resources conservation (including data collection),0.639531
875,2006,Water sector policy and administrative management,7.734102
876,2006,Water supply & sanitation,47.97197
877,2006,Water supply and sanitation - large systems,16.099075
878,2006,Wind energy,0.056641
879,2006,"Women's rights organisations and movements, and government institutions",1.603643
880,2007,Action relating to debt,19.237619
881,2007,Administrative costs (non-sector allocable),2.972983
882,2007,Administrative costs of donors,2.972983
883,2007,Advanced technical and managerial training,1.302257
884,2007,Agrarian reform,2.387582
885,2007,Agricultural co-operatives,0.756082
886,2007,Agricultural development,20.330774
887,2007,Agricultural education/training,0.08438
888,2007,Agricultural extension,12.481532
889,2007,Agricultural financial services,0.022951
890,2007,Agricultural inputs,1.452088
891,2007,Agricultural land resources,8.031219
892,2007,Agricultural policy and administrative management,16.674896
893,2007,Agricultural research,12.038182
894,2007,Agricultural services,2.368956
895,2007,Agricultural water resources,8.665434
896,2007,Agriculture,89.640679
897,2007,"Agriculture, forestry, fishing",93.6022
898,2007,Agro-industries,0.006441
899,2007,Air transport,0.012749
900,2007,All sectors,2755.512797
901,2007,Banking and financial services,16.833689
902,2007,Basic drinking water supply and basic sanitation,27.791499
903,2007,Basic education,225.63622
904,2007,Basic health,253.129162
905,2007,Basic health care,172.394883
906,2007,Basic health infrastructure,0.344785
907,2007,Basic life skills for adults,0.92279
908,2007,Basic nutrition,12.619283
909,2007,Biodiversity,3.511503
910,2007,Biosphere protection,1.469383
911,2007,Business and other services,51.2751
912,2007,Business policy and administration,51.2751
913,2007,Child soldiers (prevention and demobilisation),0.004099
914,2007,"Civilian peace-building, conflict prevention and resolution",7.579096
915,2007,Commodity aid / General programme assistance,145.723999
916,2007,Communications,6.959681
917,2007,Communications policy and administrative management,5.570508
918,2007,"Conflict, peace and security",20.099088
919,2007,Culture and recreation,13.383578
920,2007,Debt for development swap,0.658733
921,2007,Debt forgiveness,18.54805
922,2007,Decentralisation and support to subnational government,7.293339
923,2007,Democratic participation and civil society,18.749887
924,2007,Development food assistance,145.718354
925,2007,Disaster prevention and preparedness,0.006186
926,2007,Disaster risk reduction,0.698529
927,2007,Early childhood education,0.75271
